distribution,sample_size,arg1,arg2,ID
poisson,10000,92,,860
uniform,10000,0,14.48429379,861
weibull,10000,0.958879369,,862
uniform,100000,0,46.27205164,863
normal,10000,28.64781195,17.91671976,864
binomial,10000,371,0.843830447,865
binomial,1000,328,0.397462987,866
weibull,100000,0.209200929,,867
normal,100000,27.99439854,48.37775203,868
binomial,100000,441,0.23795195,869
poisson,100000,46,,870
binomial,1000,192,0.186964831,871
weibull,100000,0.460396355,,872
uniform,10000,0,37.95298171,873
weibull,100000,0.192667936,,874
weibull,10000,0.526277767,,875
poisson,1000,22,,876
weibull,100000,0.036335947,,877
weibull,1000,0.106622095,,878
binomial,100000,26,0.660220519,879
uniform,1000,0,27.78134792,880
uniform,10000,0,7.26283978,881
uniform,100000,0,22.10691394,882
poisson,10000,10,,883
weibull,10000,0.256480479,,884
uniform,1000,0,11.72218733,885
uniform,10000,0,38.89088992,886
poisson,1000,67,,887
weibull,100000,0.021207464,,888
normal,10000,5.492637589,11.99444367,889
uniform,1000,0,5.151742713,890
weibull,100000,0.593846364,,891
normal,10000,41.61634121,12.94847084,892
uniform,1000,0,48.4209372,893
uniform,10000,0,16.60518906,894
uniform,10000,0,38.9619141,895
poisson,10000,89,,896
weibull,1000,0.544062297,,897
poisson,1000,4,,898
binomial,100000,779,0.279977892,899
weibull,10000,0.134639346,,900
binomial,1000,708,0.103182047,901
normal,1000,13.76782809,12.77507301,902
binomial,100000,778,0.454248318,903
uniform,10000,0,4.74089381,904
binomial,10000,44,0.221259524,905
uniform,100000,0,18.30583395,906
normal,10000,65.95254241,5.460327378,907
uniform,1000,0,8.460604732,908
weibull,10000,0.180403612,,909
binomial,100000,83,0.127722289,910
binomial,10000,255,0.132329476,911
uniform,1000,0,49.79513811,912
poisson,1000,8,,913
weibull,100000,0.000873732,,914
poisson,1000,36,,915
uniform,1000,0,20.08497735,916
normal,1000,36.09401042,0.001178276,917
weibull,1000,0.653678484,,918
binomial,100000,199,0.206857297,919
binomial,10000,846,0.16439529,920
uniform,100000,0,28.36204493,921
uniform,1000,0,35.03847657,922
weibull,1000,0.890727105,,923
normal,10000,92.54123116,15.62764279,924
weibull,1000,0.412686274,,925
normal,10000,61.23535412,27.53708722,926
poisson,1000,50,,927
uniform,1000,0,9.368115932,928
uniform,10000,0,3.623835302,929
poisson,10000,6,,930
binomial,10000,379,0.239850547,931
weibull,1000,0.307889081,,932
weibull,10000,0.909733218,,933
normal,1000,90.60433442,20.87085213,934
normal,100000,98.60184645,9.26616498,935
binomial,1000,469,0.464682876,936
binomial,10000,351,0.745316582,937
uniform,1000,0,38.8054496,938
binomial,10000,666,0.195544764,939
poisson,1000,21,,940
poisson,10000,99,,941
uniform,1000,0,37.45613246,942
normal,100000,81.96384327,16.91198997,943
poisson,1000,20,,944
binomial,10000,707,0.358784635,945
normal,1000,63.13652662,10.53919934,946
uniform,10000,0,2.463294418,947
weibull,1000,0.514535748,,948
normal,10000,90.02628508,43.84163449,949
uniform,1000,0,12.60267319,950
poisson,100000,8,,951
poisson,1000,23,,952
normal,1000,29.09571356,20.59909287,953
uniform,1000,0,44.25452272,954
normal,100000,92.83135487,29.48962627,955
weibull,100000,0.667909202,,956
uniform,1000,0,6.300793726,957
binomial,100000,399,0.065000501,958
uniform,10000,0,41.58427126,959
normal,100000,18.76715957,22.7125487,960
normal,10000,74.82874516,42.2602013,961
poisson,1000,80,,962
normal,10000,72.65347864,11.04566953,963
normal,100000,13.53185824,32.71456815,964
weibull,1000,0.57320717,,965
normal,10000,78.54316569,45.70384295,966
binomial,10000,850,0.323967686,967
poisson,1000,62,,968
normal,1000,42.68315715,33.62203527,969
uniform,1000,0,37.43681362,970
uniform,1000,0,34.73224942,971
binomial,100000,994,0.969302839,972
poisson,10000,42,,973
poisson,10000,27,,974
binomial,100000,516,0.91476675,975
binomial,10000,787,0.735452078,976
binomial,100000,963,0.159654037,977
uniform,1000,0,42.25832853,978
weibull,10000,0.284760293,,979
poisson,10000,16,,980
weibull,100000,0.92676791,,981
binomial,1000,731,0.42162016,982
binomial,10000,144,0.597258282,983
uniform,1000,0,21.20104503,984
binomial,100000,543,0.063137166,985
uniform,1000,0,22.37879449,986
uniform,1000,0,18.13734328,987
binomial,10000,256,0.822800572,988
poisson,10000,82,,989
poisson,100000,28,,990
binomial,10000,413,0.976421291,991
binomial,100000,728,0.373382933,992
uniform,100000,0,39.42439525,993
poisson,1000,61,,994
normal,10000,61.80469174,16.15786279,995
poisson,100000,34,,996
binomial,10000,381,0.145594982,997
normal,1000,92.64405821,0.309245817,998
binomial,1000,913,0.583637284,999
normal,100000,94.5172034,14.19012942,1000
weibull,100000,0.33469271,,1001
uniform,100000,0,36.5854264,1002
normal,100000,79.32430099,20.07136394,1003
weibull,100000,0.799930188,,1004
weibull,1000,0.988954444,,1005
weibull,100000,0.242748096,,1006
weibull,100000,0.228542191,,1007
weibull,1000,0.278926827,,1008
poisson,10000,19,,1009
binomial,100000,203,0.638648435,1010
poisson,100000,26,,1011
weibull,1000,0.402261627,,1012
poisson,10000,49,,1013
weibull,10000,0.067406754,,1014
uniform,100000,0,21.18824671,1015
normal,1000,8.238734913,40.34345125,1016
weibull,10000,0.605507882,,1017
poisson,100000,14,,1018
uniform,100000,0,14.3286682,1019
normal,1000,43.08985135,17.23349687,1020
uniform,1000,0,49.93420938,1021
normal,1000,59.57113506,10.3928864,1022
uniform,1000,0,21.82072749,1023
uniform,100000,0,31.93610489,1024
weibull,1000,0.3617109,,1025
weibull,100000,0.912762525,,1026
weibull,100000,0.30338821,,1027
normal,10000,39.37446211,21.11632181,1028
poisson,100000,4,,1029
normal,10000,46.50570342,49.6384546,1030
weibull,10000,0.711619385,,1031
normal,100000,9.357457802,16.18829962,1032
poisson,100000,38,,1033
weibull,1000,0.729568438,,1034
normal,10000,40.0996888,47.32831781,1035
uniform,100000,0,16.51271902,1036
normal,10000,30.31036873,27.40612731,1037
normal,10000,90.29639096,1.074539783,1038
normal,100000,4.909083722,28.14001961,1039
poisson,10000,80,,1040
binomial,10000,605,0.059941782,1041
uniform,100000,0,15.88115495,1042
normal,100000,86.29632777,42.31104569,1043
weibull,100000,0.130592268,,1044
binomial,10000,349,0.449292144,1045
poisson,1000,17,,1046
weibull,10000,0.602488878,,1047
poisson,10000,15,,1048
normal,100000,16.95781392,4.957236368,1049
poisson,1000,43,,1050
uniform,10000,0,38.28276301,1051
normal,100000,75.79331187,27.68752046,1052
binomial,1000,728,0.334084404,1053
poisson,1000,65,,1054
uniform,100000,0,36.71823283,1055
binomial,1000,605,0.721040596,1056
normal,1000,68.61163387,0.716590243,1057
weibull,100000,0.911221425,,1058
normal,100000,56.96451255,34.99841747,1059
uniform,1000,0,3.964126954,1060
binomial,1000,268,0.644314839,1061
weibull,100000,0.863887164,,1062
uniform,10000,0,29.4700764,1063
binomial,10000,836,0.303035827,1064
uniform,100000,0,38.34729183,1065
poisson,1000,4,,1066
uniform,1000,0,26.54994935,1067
weibull,1000,0.104574427,,1068
uniform,1000,0,49.82576732,1069
weibull,100000,0.310890275,,1070
normal,10000,86.41033126,35.75007639,1071
binomial,1000,732,0.342450768,1072
weibull,10000,0.948462684,,1073
normal,100000,84.92710739,46.53146189,1074
weibull,1000,0.047178873,,1075
binomial,1000,942,0.418019977,1076
weibull,1000,0.871982799,,1077
poisson,10000,28,,1078
binomial,1000,799,0.553678539,1079
normal,1000,87.97007458,18.10927659,1080
poisson,1000,65,,1081
weibull,1000,0.985912175,,1082
weibull,100000,0.783841865,,1083
normal,100000,18.45579802,27.00231648,1084
poisson,10000,75,,1085
normal,10000,3.864823338,36.09610042,1086
binomial,1000,768,0.600688166,1087
poisson,100000,10,,1088
poisson,1000,36,,1089
normal,1000,16.33160961,24.31194539,1090
poisson,100000,45,,1091
weibull,100000,0.933890053,,1092
poisson,1000,59,,1093
uniform,10000,0,35.12165583,1094
normal,100000,41.70161316,29.47445255,1095
poisson,10000,32,,1096
binomial,1000,617,0.477058934,1097
binomial,10000,477,0.573692447,1098
normal,100000,79.35673478,18.79417763,1099
weibull,10000,0.108796534,,1100
normal,1000,32.48315943,28.57699588,1101
normal,1000,79.04905074,26.6445177,1102
normal,1000,53.94527877,37.65795369,1103
poisson,10000,56,,1104
weibull,100000,0.09671691,,1105
binomial,10000,648,0.113559736,1106
uniform,10000,0,16.16592249,1107
poisson,100000,58,,1108
binomial,1000,450,0.341097208,1109
binomial,100000,29,0.642700886,1110
normal,1000,4.029541906,8.477498186,1111
poisson,10000,21,,1112
poisson,10000,66,,1113
normal,1000,22.60689346,28.09834648,1114
normal,100000,33.82890687,22.35199368,1115
weibull,100000,0.604238635,,1116
weibull,100000,0.47850068,,1117
uniform,100000,0,28.89996696,1118
normal,10000,24.39630302,29.54086075,1119
poisson,100000,48,,1120
weibull,100000,0.727440955,,1121
normal,1000,88.8737661,12.70409322,1122
poisson,100000,97,,1123
poisson,1000,87,,1124
uniform,1000,0,20.65057616,1125
uniform,10000,0,6.917083427,1126
poisson,10000,73,,1127
binomial,1000,988,0.993453296,1128
poisson,10000,73,,1129
weibull,10000,0.264008692,,1130
poisson,10000,26,,1131
poisson,1000,12,,1132
uniform,10000,0,7.286968816,1133
uniform,1000,0,19.70987539,1134
uniform,100000,0,48.65108915,1135
poisson,100000,20,,1136
weibull,10000,0.270374124,,1137
uniform,100000,0,24.39074979,1138
weibull,10000,0.824212517,,1139
normal,1000,95.19471001,46.88949804,1140
binomial,10000,414,0.803097394,1141
weibull,1000,0.726643896,,1142
binomial,10000,345,0.705308684,1143
poisson,100000,85,,1144
weibull,10000,0.211960704,,1145
binomial,1000,224,0.251962693,1146
poisson,100000,41,,1147
poisson,100000,73,,1148
poisson,10000,35,,1149
poisson,100000,65,,1150
poisson,1000,81,,1151
uniform,100000,0,6.197980053,1152
uniform,1000,0,27.94874894,1153
normal,10000,17.02604282,3.752965992,1154
uniform,1000,0,32.58888371,1155
normal,100000,91.19690927,4.844040596,1156
uniform,10000,0,13.79941439,1157
poisson,1000,68,,1158
weibull,1000,0.781772213,,1159
weibull,1000,0.182929856,,1160
poisson,1000,14,,1161
normal,1000,36.97022508,22.2382217,1162
normal,100000,3.011978306,20.03364437,1163
poisson,1000,48,,1164
poisson,10000,88,,1165
poisson,100000,47,,1166
weibull,10000,0.365531411,,1167
uniform,1000,0,3.758950391,1168
weibull,10000,0.259081738,,1169
normal,1000,85.11589923,27.62667248,1170
weibull,1000,0.832737468,,1171
binomial,1000,216,0.551160858,1172
binomial,100000,40,0.785835322,1173
poisson,10000,46,,1174
uniform,1000,0,25.5387247,1175
binomial,1000,325,0.364077779,1176
uniform,100000,0,2.830455308,1177
uniform,1000,0,39.12926265,1178
uniform,10000,0,23.41643131,1179
binomial,1000,212,0.068480316,1180
weibull,100000,0.07740318,,1181
poisson,1000,16,,1182
binomial,1000,94,0.840876089,1183
poisson,1000,30,,1184
weibull,100000,0.788293035,,1185
normal,10000,17.38661067,29.37831593,1186
weibull,1000,0.931755983,,1187
weibull,10000,0.388642078,,1188
binomial,1000,413,0.69411716,1189
poisson,10000,2,,1190
uniform,100000,0,6.023761401,1191
poisson,100000,69,,1192
binomial,100000,178,0.01082108,1193
binomial,1000,253,0.97481153,1194
binomial,100000,250,0.966693567,1195
normal,1000,37.72121017,29.41054292,1196
uniform,10000,0,24.36373994,1197
poisson,10000,24,,1198
weibull,1000,0.65657458,,1199
binomial,1000,770,0.719357907,1200
weibull,100000,0.096340304,,1201
normal,100000,32.87976079,25.64879042,1202
weibull,100000,0.030548616,,1203
uniform,10000,0,28.61087628,1204
binomial,1000,55,0.263334891,1205
poisson,1000,8,,1206
binomial,100000,87,0.187038534,1207
binomial,10000,660,0.224605815,1208
uniform,10000,0,24.2134887,1209
poisson,100000,68,,1210
weibull,100000,0.874834288,,1211
binomial,100000,687,0.273932049,1212
poisson,1000,26,,1213
binomial,1000,570,0.534174535,1214
weibull,10000,0.468265763,,1215
weibull,100000,0.529056828,,1216
normal,100000,62.69776496,44.9746613,1217
weibull,1000,0.025228653,,1218
uniform,1000,0,3.051017968,1219
normal,1000,17.00431704,4.63278299,1220
weibull,1000,0.40757746,,1221
poisson,1000,44,,1222
uniform,100000,0,28.35418175,1223
poisson,10000,83,,1224
uniform,10000,0,45.25049592,1225
poisson,1000,92,,1226
poisson,100000,57,,1227
normal,100000,83.18423544,18.91751324,1228
poisson,1000,35,,1229
uniform,10000,0,47.99540435,1230
weibull,10000,0.102277077,,1231
uniform,10000,0,22.89563325,1232
normal,1000,27.42390827,34.50218247,1233
binomial,100000,169,0.544672286,1234
binomial,100000,740,0.156013545,1235
uniform,1000,0,46.69950919,1236
normal,10000,15.51487705,39.52006207,1237
normal,10000,23.78088346,6.608636257,1238
normal,10000,4.127584088,23.412592,1239
uniform,1000,0,22.72485172,1240
weibull,10000,0.030037907,,1241
uniform,100000,0,9.612696142,1242
weibull,1000,0.929122633,,1243
normal,1000,92.36789158,46.03792233,1244
poisson,100000,90,,1245
weibull,10000,0.002294428,,1246
poisson,100000,57,,1247
weibull,10000,0.510461509,,1248
uniform,10000,0,8.372160595,1249
weibull,10000,0.872447529,,1250
binomial,100000,616,0.011170354,1251
weibull,100000,0.826160525,,1252
uniform,1000,0,5.090889528,1253
weibull,10000,0.025045912,,1254
binomial,10000,209,0.370629985,1255
uniform,10000,0,44.52325209,1256
binomial,1000,656,0.041684259,1257
poisson,10000,6,,1258
normal,100000,25.14144129,32.5086111,1259
weibull,1000,0.090544406,,1260
weibull,1000,0.998323026,,1261
poisson,100000,32,,1262
uniform,1000,0,10.52500004,1263
uniform,10000,0,39.41786205,1264
uniform,10000,0,48.99994067,1265
poisson,1000,66,,1266
poisson,100000,43,,1267
uniform,10000,0,12.57891896,1268
weibull,100000,0.947490013,,1269
poisson,10000,91,,1270
poisson,10000,97,,1271
normal,100000,12.00333177,3.046913299,1272
normal,1000,31.61930017,20.43577765,1273
uniform,100000,0,16.11442328,1274
poisson,10000,12,,1275
poisson,10000,39,,1276
binomial,1000,391,0.892689621,1277
weibull,100000,0.891282311,,1278
poisson,100000,4,,1279
binomial,100000,173,0.614332174,1280
uniform,10000,0,9.207334559,1281
weibull,10000,0.632204992,,1282
uniform,100000,0,33.95481267,1283
poisson,10000,59,,1284
weibull,100000,0.642337193,,1285
uniform,10000,0,13.83786233,1286
uniform,1000,0,39.55919609,1287
weibull,10000,0.725557112,,1288
binomial,1000,979,0.543889102,1289
weibull,1000,0.799052629,,1290
normal,100000,21.76936002,10.70892241,1291
uniform,10000,0,32.80463002,1292
normal,1000,15.40325682,13.01166304,1293
binomial,1000,799,0.096110912,1294
weibull,100000,0.62441798,,1295
binomial,1000,780,0.802664516,1296
uniform,100000,0,36.89856224,1297
uniform,1000,0,18.17538191,1298
binomial,100000,533,0.568012562,1299
poisson,1000,38,,1300
normal,1000,51.01721117,33.12343542,1301
poisson,10000,6,,1302
uniform,100000,0,40.05343729,1303
weibull,100000,0.344781824,,1304
weibull,100000,0.633505283,,1305
normal,100000,96.35812949,46.83415525,1306
weibull,10000,0.800794189,,1307
binomial,10000,633,0.040021517,1308
poisson,1000,90,,1309
binomial,1000,818,0.743474807,1310
normal,10000,84.5707709,42.54422071,1311
normal,1000,58.94895456,17.01842093,1312
uniform,10000,0,20.53759165,1313
normal,100000,80.58958936,19.12910118,1314
weibull,1000,0.32649249,,1315
weibull,1000,0.235639186,,1316
normal,100000,27.05548961,12.37573319,1317
uniform,100000,0,45.41213772,1318
normal,1000,4.185461508,41.17153526,1319
uniform,1000,0,45.50987712,1320
poisson,10000,30,,1321
weibull,10000,0.559024728,,1322
poisson,10000,40,,1323
normal,10000,96.05418135,10.85658679,1324
binomial,1000,467,0.019636934,1325
normal,10000,33.00058181,8.928997446,1326
binomial,1000,542,0.420476172,1327
binomial,10000,516,0.295576251,1328
uniform,100000,0,24.31965188,1329
normal,100000,24.11386298,35.67986794,1330
weibull,1000,0.436619269,,1331
weibull,10000,0.361525725,,1332
uniform,1000,0,47.7883458,1333
uniform,1000,0,43.85399883,1334
normal,100000,59.63983625,6.027795565,1335
binomial,10000,70,0.082693102,1336
binomial,100000,943,0.191368046,1337
weibull,100000,0.729632215,,1338
poisson,1000,2,,1339
normal,10000,62.82856396,48.35126822,1340
poisson,1000,91,,1341
uniform,1000,0,40.27404651,1342
normal,10000,53.15129404,43.985772,1343
uniform,100000,0,9.046190581,1344
uniform,100000,0,24.26329851,1345
poisson,100000,12,,1346
uniform,100000,0,46.73968884,1347
poisson,10000,56,,1348
normal,10000,87.97896269,11.06230461,1349
binomial,10000,917,0.585874842,1350
weibull,100000,0.544316492,,1351
normal,10000,11.40871688,3.025250022,1352
binomial,10000,358,0.490971611,1353
poisson,100000,41,,1354
poisson,10000,62,,1355
poisson,10000,69,,1356
normal,10000,80.28046557,12.24223432,1357
poisson,10000,73,,1358
uniform,1000,0,27.00831951,1359
uniform,10000,0,23.78548857,1360
normal,10000,59.10100371,39.46230711,1361
uniform,100000,0,11.56465756,1362
weibull,10000,0.429867954,,1363
poisson,100000,66,,1364
poisson,1000,78,,1365
binomial,1000,572,0.754182654,1366
poisson,10000,51,,1367
normal,10000,86.2415842,38.96727655,1368
normal,10000,46.61674412,41.41547511,1369
weibull,10000,0.046712628,,1370
poisson,1000,49,,1371
binomial,100000,851,0.170650192,1372
binomial,1000,176,0.840141598,1373
uniform,10000,0,18.58318654,1374
uniform,10000,0,4.451156168,1375
binomial,1000,89,0.00786122,1376
weibull,10000,0.204044897,,1377
binomial,10000,225,0.595950754,1378
weibull,10000,0.876890043,,1379
binomial,1000,679,0.382134869,1380
normal,1000,14.21879659,19.00233436,1381
weibull,1000,0.090629762,,1382
poisson,100000,88,,1383
normal,10000,90.72599253,40.89410294,1384
weibull,10000,0.54822961,,1385
poisson,100000,95,,1386
poisson,10000,94,,1387
normal,100000,60.74315925,18.96493213,1388
normal,100000,1.910148392,18.58379173,1389
binomial,1000,707,0.343974318,1390
weibull,100000,0.124330679,,1391
normal,10000,79.55354449,13.76962648,1392
normal,1000,48.58108532,23.69231394,1393
uniform,1000,0,10.13495067,1394
weibull,1000,0.449321159,,1395
weibull,100000,0.999476893,,1396
normal,10000,54.78717424,25.74452343,1397
weibull,10000,0.335563385,,1398
normal,10000,4.032085969,21.53650793,1399
weibull,1000,0.462160211,,1400
poisson,100000,89,,1401
normal,100000,89.94939321,0.802382409,1402
uniform,100000,0,9.661031201,1403
binomial,10000,600,0.242909053,1404
uniform,100000,0,14.66101073,1405
poisson,1000,62,,1406
weibull,100000,0.277435452,,1407
poisson,100000,35,,1408
